Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap
406,UCHAINUCN,,"$1,385.47",0.1%,0.2%,2.2%,24.3%,"$10,969,456","100,000",100000,"$138,503,177"
407,StarkGate Bridged USDC (Starknet)USDC,,$0.9998,0.0%,0.0%,0.0%,0.0%,"$15,212,194","138,511,081",138.51M,"$138,466,913"
408,EulerEUL,,$7.36,0.4%,1.7%,6.4%,21.1%,"$18,014,379","18,685,531",27.18M,"$137,649,933"
409,Restaking Vault ETHRSTETH,,"$4,699.22",0.4%,1.3%,4.1%,7.5%,"$1,083.37","29,250",29249.87,"$137,619,337"
410,VVS FinanceVVS,,$0.052936,0.3%,0.1%,8.0%,32.7%,"$730,060","46,814,791,251,618",95.04T,"$137,494,494"
411,AUSDAUSD,,$0.9997,0.0%,0.0%,0.0%,0.0%,"$30,683,532","137,366,573",137.37M,"$137,312,144"
412,BitMartBMX,,$0.4003,0.8%,2.8%,6.7%,1.4%,"$6,278,361","339,412,030",639.41M,"$137,127,262"
413,Avalanche Bridged WETH (Avalanche)WETH,,"$3,868.99",0.5%,1.1%,4.0%,8.0%,"$23,487,167","35,012",35011.86,"$135,524,659"
415,Threshold NetworkT,,$0.01251,0.9%,1.7%,3.7%,19.9%,"$6,590,383","10,784,054,376",11.16B,"$134,909,228"
416,Function FBTCFBTC,,"$109,430",0.9%,1.6%,2.2%,2.9%,"$200,280","1,228",11877.9,"$134,543,465"
417,Peanut the SquirrelPNUT,,$0.1336,0.9%,0.8%,6.6%,37.8%,"$27,151,126","999,858,912",999.86M,"$133,566,479"
418,cETHCETH,,$77.72,0.4%,1.1%,4.1%,7.8%,$56.48,"1,695,172",1.7M,"$131,756,460"
414,DeAgentAIAIA,,$1.32,2.4%,10.4%,37.9%,360.5%,"$80,186,704","99,500,000",1B,"$131,234,219"
419,RailgunRAIL,,$2.27,0.4%,9.0%,33.2%,147.8%,"$3,005,555","57,500,000",57.5M,"$130,645,958"
420,BlurBLUR,,$0.05059,1.0%,2.2%,8.8%,33.3%,"$11,809,380","2,568,736,846",3B,"$130,016,950"
421,Resolv Liquidity Provider TokenRLP,,$1.25,0.0%,0.0%,0.2%,0.7%,"$1,015,059","103,973,854",103.97M,"$129,859,298"
422,ZIGChainZIG,,$0.09198,0.4%,1.4%,2.7%,0.5%,"$2,063,113","1,408,940,795",1.95B,"$129,609,504"
423,Mina ProtocolMINA,,$0.103,0.7%,1.7%,14.4%,38.2%,"$9,460,983","1,258,410,709",1.26B,"$129,573,337"
424,Hyperbeat USDTHBUSDT,,$1.08,0.1%,0.2%,0.2%,3.7%,"$406,767","119,578,086",119.58M,"$129,306,660"
425,Wrapped Aave Ethereum USDCWAETHUSDC,,$1.15,0.0%,0.0%,0.1%,0.3%,"$11,793,449","112,058,088",112.06M,"$128,710,495"
426,XPIN NetworkXPIN,,$0.008184,10.6%,58.0%,432.6%,794.1%,"$125,015,515","15,465,000,000",100B,"$128,250,076"
427,GrassGRASS,,$0.4089,1.2%,1.7%,19.0%,46.2%,"$26,709,983","313,360,158",1B,"$128,140,032"
429,Apollo Diversified Credit Securitize FundACRED,,"$1,067.47",0.0%,0.1%,0.2%,0.4%,$0.00,"119,841",119840.7,"$127,846,988"
431,KUB CoinKUB,,$1.44,0.3%,0.2%,0.5%,6.9%,"$233,567","88,850,000",110M,"$127,536,611"
430,MetaplexMPLX,,$0.2225,0.1%,6.7%,9.1%,16.6%,"$6,264,435","572,712,653",1B,"$127,489,784"
428,Unit PlasmaUXPL,,$0.3538,1.2%,6.5%,25.1%,-,"$14,412,039","360,063,796",10B,"$127,393,502"
432,ZetaChainZETA,,$0.1173,1.4%,2.7%,2.4%,32.8%,"$11,920,640","1,072,093,750",2.1B,"$125,867,889"
433,Yala StablecoinYU,,$1.00,0.0%,0.1%,0.1%,1.7%,"$71,033.86","125,502,117",125.5M,"$125,514,538"
434,MBG By Multibank GroupMBG,,$0.958,0.4%,6.4%,11.5%,14.5%,"$19,822,792","129,958,261",995.14M,"$124,349,580"
435,MANTRAOM,,$0.1137,0.5%,2.1%,12.0%,33.9%,"$26,408,235","1,089,389,658",1.71B,"$123,876,386"
436,OasisROSE,,$0.01667,1.0%,1.2%,13.9%,37.7%,"$4,741,149","7,414,389,190",10B,"$123,657,428"
437,Frax (prev. FXS)FRAX,,$1.38,1.0%,0.5%,6.6%,44.1%,"$9,135,781","89,285,898",99.68M,"$122,981,698"
438,Theo Short Duration US Treasury FundTHBILL,,$1.01,0.1%,0.0%,0.8%,0.3%,"$5,619,121","121,063,551",121.06M,"$121,993,223"
440,VerusVRSC,,$1.53,1.1%,4.7%,0.7%,12.0%,"$2,253.62","79,455,512",79.46M,"$121,428,460"
439,UnibaseUB,,$0.04852,2.8%,16.6%,44.8%,41.1%,"$55,819,278","2,500,000,000",10B,"$121,363,657"
441,MinidogeMINIDOGE,,$0.061734,2.1%,1.1%,17.5%,15.7%,"$3,353,151","699,999,999,999,900",1000T,"$120,923,131"
442,Ozone ChainOZO,,$0.1341,0.5%,1.1%,1.4%,1.0%,"$231,552","896,361,068",1B,"$120,295,028"
443,Gems VIPGEMS,,$0.1936,2.3%,4.6%,14.7%,5.7%,"$3,051,161","612,237,364",838.06M,"$118,970,514"
444,Unit PumpUPUMP,,$0.00371,1.4%,1.1%,3.1%,35.2%,"$4,046,002","31,901,834,623",1T,"$118,825,540"
445,Avant USDAVUSD,,$1.00,0.0%,0.0%,0.1%,0.0%,"$547,976","118,841,305",118.84M,"$118,732,848"
447,Renzo Restaked LSTPZETH,,"$4,705.67",0.4%,0.8%,2.9%,6.8%,$658.51,"25,154",25153.88,"$118,416,782"
448,World Mobile TokenWMTX,,$0.1522,0.4%,0.3%,6.1%,30.3%,"$8,179,486","775,829,138",2B,"$118,091,808"
446,SQDSQD,,$0.1373,1.9%,7.3%,21.7%,92.5%,"$8,854,776","858,066,066",1.34B,"$117,917,445"
451,Open CampusEDU,,$0.1975,1.7%,7.1%,14.8%,36.6%,"$33,264,681","593,195,257",1B,"$117,629,660"
450,Stargate Bridged USDCUSDC.E,,$0.9995,0.0%,0.1%,0.1%,0.0%,"$16,278,610","117,684,264",117.68M,"$117,630,927"
452,CoW ProtocolCOW,,$0.2226,0.6%,0.5%,9.5%,22.3%,"$9,570,374","527,462,124",1B,"$117,439,716"
449,Moonwell Flagship ETH (Morpho Vault)MWETH,,"$3,908.47",0.3%,2.7%,4.0%,5.9%,$17.69,"30,040",30040,"$117,411,858"
453,Rollbit CoinRLB,,$0.0622,0.3%,0.5%,4.9%,9.0%,"$244,575","1,880,366,305",1.88B,"$116,942,288"
454,HoloHOT,,$0.0006575,0.9%,0.5%,4.6%,25.2%,"$6,293,834","177,619,433,541",177.62B,"$116,790,342"
455,PayFi Strategy Token USDCPSTUSDC,,$1.05,0.0%,0.0%,0.2%,0.7%,"$224,622","110,410,131",110.41M,"$116,391,139"
456,Wrapped Savings rUSDWSRUSD,,$1.04,0.0%,0.0%,0.0%,2.3%,"$22,897.11","111,461,820",111.46M,"$116,371,053"
457,CentrifugeCFG,,$0.2048,0.4%,0.3%,10.6%,20.6%,"$1,889,499","566,752,004",680M,"$116,131,481"
458,Gaib AI Dollar Alpha USDCAIDAUSDC,,$1.00,0.2%,0.0%,0.6%,-,"$597,181","114,772,921",114.77M,"$115,373,492"
459,VeThorVTHO,,$0.00121,0.4%,0.3%,3.8%,27.8%,"$1,367,651","95,393,358,260",95.39B,"$115,388,807"
461,deBridgeDBR,,$0.03251,0.8%,6.7%,5.9%,34.1%,"$17,675,469","3,514,363,650",10B,"$114,265,887"
460,Anzen USDzUSDZ,,$0.9887,0.1%,0.0%,0.1%,0.2%,"$63,238.14","115,494,560",115.49M,"$114,190,457"
462,SiacoinSC,,$0.002008,0.3%,0.9%,7.5%,26.7%,"$5,926,016","56,025,636,522",61.78B,"$112,495,533"
463,Avant Staked USDSAVUSD,,$1.10,0.0%,0.2%,0.4%,1.4%,"$322,944","100,952,752",100.95M,"$111,410,962"
464,aelfELF,,$0.1397,0.4%,1.0%,7.0%,24.1%,"$1,834,515","797,584,867",996.45M,"$111,336,088"
465,DOLADOLA,,$0.9962,0.0%,0.0%,0.0%,0.1%,"$4,175,519","111,713,132",194.18M,"$111,254,120"
466,USDAUSDA,,$0.994,0.4%,1.3%,0.4%,1.9%,"$39,679,842","111,000,000",111M,"$110,653,353"
467,SKALESKL,,$0.0183,1.1%,1.6%,11.9%,25.6%,"$6,174,571","6,029,852,671",6.08B,"$110,394,623"
468,DigiByteDGB,,$0.006143,0.9%,0.2%,11.3%,19.5%,"$2,451,065","17,961,719,133",17.96B,"$110,345,390"
470,IoTeXIOTX,,$0.01164,1.7%,2.9%,14.9%,51.6%,"$11,313,907","9,441,368,979",9.44B,"$109,934,136"
471,Giggle FundGIGGLE,,$109.40,1.4%,9.1%,5.9%,272.4%,"$20,820,889","1,000,000",1M,"$109,401,423"
469,Paparazzi TokenPAPARAZZI,,$0.03396,4.6%,1.7%,163.8%,760.7%,"$744,784","3,277,777,776",10B,"$108,866,799"
472,Moo DengMOODENG,,$0.1093,0.4%,0.7%,8.0%,26.7%,"$17,438,827","989,971,791",989.97M,"$108,221,975"
473,sBTCSBTC,,"$108,763",0.1%,0.8%,2.8%,3.9%,"$63,168.32","1,000",1000,"$107,887,752"
474,GMXGMX,,$10.33,0.6%,1.8%,6.0%,30.0%,"$9,802,441","10,340,479",10.34M,"$106,879,674"
475,Casper NetworkCSPR,,$0.007887,0.5%,1.6%,4.2%,16.2%,"$1,456,690","13,524,160,729",14B,"$106,669,682"
477,Wrapped Aave Ethereum USDTWAETHUSDT,,$1.14,0.0%,0.0%,0.1%,0.3%,"$7,867,345","93,127,403",93.13M,"$106,496,609"
476,peaqPEAQ,,$0.07645,1.9%,4.1%,9.4%,33.0%,"$3,776,890","1,389,118,788",4.33B,"$106,233,577"
478,ORDIORDI,,$5.05,0.6%,0.9%,6.7%,40.8%,"$32,620,830","21,000,000",21M,"$106,123,357"
479,LCXLCX,,$0.1116,0.7%,1.3%,0.2%,26.7%,"$692,993","940,989,527",950M,"$105,070,501"
480,f(x) USD SavingFXSAVE,,$1.06,0.1%,0.4%,0.5%,1.1%,"$701,702","98,159,895",98.16M,"$104,146,406"
481,Onchain Yield CoinONYC,,$1.04,0.1%,0.2%,0.2%,1.1%,"$718,303","99,999,998",100M,"$103,969,664"
482,EthereumPoWETHW,,$0.9625,0.8%,0.2%,6.5%,30.7%,"$7,515,510","107,818,717",107.82M,"$103,820,326"
483,EntangleNTGL,,$0.0001846,-,-,-,-,"$1,155.16","616,341,612,782",843B,"$111,679,303"
484,PolymeshPOLYX,,$0.08515,0.7%,0.4%,6.9%,32.2%,"$4,298,535","1,211,577,936",1.21B,"$103,177,542"
485,IlluviumILV,,$10.85,1.2%,0.9%,8.0%,19.3%,"$6,823,102","9,482,628",9.6M,"$102,911,553"
486,f(x) Protocol fxUSDFXUSD,,$0.9995,0.0%,0.0%,0.0%,0.0%,"$2,367,331","102,916,213",102.92M,"$102,862,878"
487,NumeraireNMR,,$12.68,0.7%,1.1%,8.9%,28.5%,"$7,543,996","8,007,701",10.66M,"$101,579,266"
488,HashKey Platform TokenHSK,,$0.3141,1.2%,0.1%,12.2%,17.1%,"$1,558,143","322,460,009",1B,"$101,297,408"
489,SushiSUSHI,,$0.5246,1.1%,1.0%,7.0%,22.9%,"$26,873,325","192,789,256",286.13M,"$101,168,761"
490,Savings xDAISDAI,,$1.21,0.0%,0.5%,0.4%,1.0%,"$8,627,333","83,679,594",83.68M,"$101,002,315"
492,AnomaXAN,,$0.04043,1.8%,2.0%,22.3%,-,"$22,665,868","2,500,000,000",10B,"$100,987,823"
491,Ankr NetworkANKR,,$0.01009,0.6%,0.9%,8.2%,27.2%,"$8,286,825","10,000,000,000",10B,"$100,907,345"
493,Tradable Singapore Fintech SSLPC0000023,,$1,0.0%,0.0%,0.0%,0.0%,$0.00,"100,846,154",100.85M,"$100,378,706"
494,UMAUMA,,$1.14,0.8%,0.1%,6.9%,4.9%,"$18,394,199","88,116,760",126.42M,"$100,613,883"
495,Ring USDUSDR,,$1.01,-,-,-,-,$4.44,"100,400,000",100.4M,"$101,286,178"
496,QL1 Bridged USDT (QL1)QUSDT,,$1.00,0.0%,0.0%,0.0%,0.0%,"$4,048.12","100,000,000",100M,"$100,011,275"
497,ChiaXCH,,$6.83,0.4%,2.3%,7.4%,25.0%,"$5,846,549","14,624,581",33M,"$99,997,119"
498,ViciCoinVCNT,,$17.46,0.2%,0.0%,2.3%,5.2%,"$165,477","5,696,260",10M,"$99,465,445"
499,MarsMiMARSMI,,$0.09891,0.8%,1.4%,13.9%,24.1%,"$144,480","999,999,992",1000M,"$98,876,488"
500,HelderHLDR,,$0.2444,0.0%,0.9%,5.2%,2.8%,"$3,060.90","402,002,249",402M,"$98,239,615"
501,Wrapped CentrifugeWCFG,,$0.2039,0.2%,0.1%,12.8%,21.0%,"$88,837.68","480,143,515",480.14M,"$97,908,185"
502,XYO NetworkXYO,,$0.007004,0.0%,0.8%,13.7%,27.9%,"$11,592,094","13,931,216,938",13.93B,"$97,559,288"
503,ChutesSN64,,$30.86,3.4%,0.1%,2.9%,1.7%,"$3,130,036","3,158,357",3.16M,"$97,470,062"
504,VaultBridge Bridged ETH (Katana)VBETH,,"$3,872.59",0.2%,1.0%,2.0%,8.0%,"$16,090,342","24,901",24900.6,"$96,399,095"
505,Flare Bridged XRP (Flare)FXRP,,$2.39,0.5%,0.2%,2.8%,-,"$1,713,429","40,066,021",40.07M,"$95,930,523"
506,SwopSWOP,,$0.009546,0.0%,0.0%,0.1%,5.6%,$42.18,"9,999,998,197",10B,"$95,450,387"
507,Pundi XPUNDIX,,$0.3683,0.5%,5.0%,21.1%,18.7%,"$5,901,003","258,386,541",258.39M,"$94,801,311"
508,Non-Playable CoinNPC,,$0.01174,2.4%,5.4%,17.6%,36.5%,"$7,076,257","8,050,126,520",8.05B,"$94,621,729"
511,ICONICX,,$0.08767,0.7%,0.9%,5.8%,25.9%,"$3,538,813","1,078,471,454",1.09B,"$94,536,328"
512,SyndicateSYND,,$0.1975,0.3%,13.2%,26.7%,83.7%,"$4,835,064","478,700,000",1B,"$94,515,638"
510,BCGame CoinBC,,$0.009459,0.3%,1.6%,43.7%,36.5%,"$32,230.11","9,989,730,357",9.99B,"$94,496,744"
509,WeFiWFI,,$1.32,1.0%,7.5%,28.0%,93.2%,"$3,875,820","71,640,584",1B,"$94,355,579"
513,RedStoneRED,,$0.3358,0.9%,0.2%,11.4%,35.2%,"$5,764,132","280,000,000",1B,"$94,038,363"
514,Bridged Ether (StarkGate)ETH,,"$3,867.97",0.8%,1.0%,4.6%,7.8%,"$9,757,366","24,297",24297.29,"$94,024,649"
515,Bridged Wrapped stETH (Gnosis)WSTETH,,"$4,723.34",0.0%,1.4%,3.9%,7.3%,"$8,984,328","19,863",19863.18,"$93,516,804"
516,RequestREQ,,$0.1246,0.3%,0.1%,2.3%,0.2%,"$2,265,993","744,291,192",999.42M,"$92,816,773"
517,Kraken Wrapped BTCKBTC,,"$109,199",0.3%,1.7%,2.1%,3.6%,"$770,173",850,850,"$92,824,920"
518,HarmonyONE,,$0.006276,0.7%,2.6%,12.6%,33.2%,"$4,846,460","14,743,251,757",14.75B,"$92,556,845"
519,VergeXVG,,$0.005557,0.9%,4.1%,11.7%,5.1%,"$9,648,455","16,521,951,236",16.56B,"$91,868,876"
520,MemecoinMEME,,$0.001595,1.1%,1.3%,8.6%,32.0%,"$21,126,890","57,435,588,134",69B,"$91,628,229"
521,GOHOMEGOHOME,,$174.59,0.1%,0.8%,4.3%,15.1%,"$3,039,335","524,619",10M,"$91,523,071"
522,TempleDAOTEMPLE,,$3.84,0.0%,0.1%,1.7%,1.8%,"$7,182.82","23,722,423",23.77M,"$91,035,361"
523,SologenicSOLO,,$0.2256,0.6%,2.1%,8.0%,22.9%,"$3,627,562","399,198,717",399.2M,"$90,058,944"
524,Api3API3,,$0.6834,0.6%,1.9%,2.2%,16.0%,"$13,365,717","131,436,063",153.69M,"$89,797,952"
525,BandBAND,,$0.5378,0.4%,0.1%,5.7%,19.3%,"$8,231,349","166,900,496",167.2M,"$89,793,650"
526,Novem ProNVM,,$0.4105,0.0%,0.0%,0.0%,0.0%,"$379,975","218,541,041",218.54M,"$89,695,226"
527,NanoXNO,,$0.6729,0.2%,0.3%,8.4%,15.8%,"$1,538,384","133,248,290",133.25M,"$89,683,543"
528,VanEck Treasury FundVBILL,,$0.999,0.0%,0.0%,0.0%,0.0%,$0.00,"89,638,400",89.64M,"$89,550,078"
529,Linea Bridged USDC (Linea)USDC,,$0.9997,0.1%,0.4%,0.1%,0.2%,"$26,997,922","89,149,161",89.15M,"$89,093,480"
530,BabylonBABY,,$0.03118,0.9%,2.5%,13.9%,42.2%,"$10,381,799","2,837,234,423",10.45B,"$88,494,502"
531,MoonwellWELL,,$0.01967,2.1%,2.2%,3.9%,16.0%,"$4,366,820","4,470,705,982",5B,"$88,241,238"
532,PaycoinPCI,,$0.08607,0.9%,3.3%,3.2%,13.8%,"$762,824","1,022,576,440",1.9B,"$88,020,222"
533,L2 Standard Bridged WETH (Optimism)WETH,,"$3,870.46",0.3%,1.2%,4.3%,7.8%,"$9,449,440","22,675",22674.62,"$87,746,857"
534,Cronos Bridged USDT (Cronos)USDT,,$0.9964,0.6%,0.4%,0.5%,0.3%,"$143,762","87,824,964",87.82M,"$87,449,945"
535,Pirate ChainARRR,,$0.4446,0.9%,4.9%,7.6%,130.0%,"$385,691","196,213,798",200M,"$86,842,653"
537,OsmosisOSMO,,$0.1153,0.7%,1.7%,9.5%,20.1%,"$7,592,797","748,770,900",994.42M,"$86,353,762"
538,pumpBTCPUMPBTC,,"$107,080",0.0%,0.8%,2.4%,2.6%,"$1,228.06",805,805.11,"$86,271,665"
536,44,,$0.08597,1.5%,14.7%,54.0%,-,"$33,709,200","1,000,000,000",1B,"$86,224,856"
539,Yield Guild GamesYGG,,$0.1362,0.8%,0.9%,18.4%,15.0%,"$24,062,577","626,350,518",999.72M,"$85,350,645"
540,Wilder WorldWILD,,$0.2164,0.2%,2.3%,4.4%,15.6%,"$1,509,512","394,130,764",499.97M,"$85,236,919"
541,TROLLTROLL,,$0.0851,3.3%,2.1%,13.7%,30.3%,"$6,687,710","998,943,459",998.94M,"$85,154,772"
542,Mask NetworkMASK,,$0.8509,0.6%,1.3%,7.6%,30.4%,"$17,766,684","100,000,000",100M,"$85,085,560"
544,MNEE USD StablecoinMNEE,,$0.9993,0.0%,0.1%,0.2%,0.3%,"$101,203","84,675,559",84.68M,"$84,789,904"
543,OrcaORCA,,$1.41,0.8%,0.2%,14.3%,29.7%,"$8,757,754","60,157,220",75M,"$84,772,031"
545,NillionNIL,,$0.3231,0.7%,0.6%,16.3%,3.4%,"$21,414,315","260,267,500",1B,"$84,158,777"
547,ONFAOFT,,$0.7536,0.8%,8.2%,7.5%,7.0%,"$3,794,679","111,409,327",279.67M,"$83,969,129"
551,LagrangeLA,,$0.4353,0.1%,3.9%,9.0%,18.3%,"$32,114,644","193,000,000",1B,"$83,847,695"
548,LoopringLRC,,$0.06725,0.7%,1.4%,8.1%,20.3%,"$8,550,210","1,245,991,469",1.37B,"$83,792,642"
549,sUSDaSUSDA,,$1.04,0.0%,0.0%,0.0%,0.0%,$0.00,"82,977,720",82.98M,"$86,026,743"
550,AltLayerALT,,$0.0187,0.8%,0.9%,9.7%,35.8%,"$12,192,737","4,477,604,164",10B,"$83,708,917"
546,Ridges AISN62,,$27.05,3.9%,0.3%,19.0%,35.9%,"$8,204,713","3,087,607",3.09M,"$83,523,007"
552,FulcromFUL,,$0.005038,0.3%,0.2%,7.2%,26.5%,"$138,044","16,549,409,343",20B,"$83,392,299"
553,GMTGMT,,$0.02679,0.8%,0.3%,12.3%,31.9%,"$25,036,229","3,111,400,155",5.07B,"$83,307,687"
554,ClearpoolCPOOL,,$0.09912,0.4%,22.9%,1.5%,24.8%,"$32,255,662","836,446,855",1B,"$83,214,616"
555,BitDCABDCA,,$1.10,0.5%,2.3%,3.4%,7.5%,"$657,241","75,431,915",142.67M,"$83,164,292"
556,Enjin CoinENJ,,$0.04363,1.1%,0.4%,11.1%,30.9%,"$7,410,627","1,894,298,840",1.94B,"$82,671,425"
557,VaultBridge Bridged WBTC (Katana)VBWBTC,,"$109,190",0.2%,1.5%,2.0%,3.3%,"$5,346,536",754,754.14,"$82,457,337"
558,OntologyONT,,$0.08969,0.8%,3.1%,10.9%,28.2%,"$7,137,765","918,864,523",1B,"$82,422,368"
559,Reservoir rUSDRUSD,,$0.9993,0.0%,0.3%,0.2%,0.2%,"$1,110.74","82,236,938",82.24M,"$82,182,730"
560,WavesWAVES,,$0.8138,0.2%,0.7%,1.6%,19.4%,"$10,124,729","100,000,000",100M,"$81,379,600"
561,COTICOTI,,$0.03323,0.7%,1.2%,10.2%,29.7%,"$6,871,718","2,432,661,800",2.43B,"$80,848,868"
562,staked USD1+SUSD1+,,$1.02,-,-,-,-,$70.64,"80,006,289",80.01M,"$81,496,211"
565,Restaked Swell ETHRSWETH,,"$4,036.35",0.4%,0.4%,4.8%,6.8%,"$57,433.58","19,920",19920.18,"$80,489,176"
564,VenusXVS,,$4.79,1.0%,0.7%,10.6%,24.2%,"$6,534,583","16,747,237",29.75M,"$80,348,095"
563,NotcoinNOT,,$0.0008086,0.4%,0.6%,11.4%,51.8%,"$14,408,804","99,433,648,793",102.46B,"$80,344,814"
566,Jelly-My-JellyJELLYJELLY,,$0.08,2.1%,2.8%,9.1%,64.4%,"$8,248,576","999,999,099",1000M,"$80,003,025"
567,Frax USDFRXUSD,,$0.9995,0.0%,0.0%,0.0%,0.0%,"$2,221,934","79,359,997",79.55M,"$79,318,182"
568,Amnis AptosAMAPT,,$3.14,0.9%,3.3%,8.9%,27.2%,"$106,538","25,203,629",25.21M,"$79,170,438"
569,VanaVANA,,$2.57,0.5%,1.8%,10.5%,36.4%,"$10,372,739","30,800,000",120M,"$79,094,464"
570,SolarSXP,,$0.1196,0.3%,0.5%,9.5%,26.9%,"$3,409,015","659,222,605",659.84M,"$78,843,587"
573,Echelon PrimePRIME,,$1.43,2.1%,9.4%,33.1%,19.1%,"$13,108,643","54,987,605",111.11M,"$78,668,019"
571,SomniaSOMI,,$0.4877,1.3%,1.2%,9.5%,52.1%,"$27,625,970","160,200,000",1B,"$78,110,319"
572,DFDV Staked SOLDFDVSOL,,$193.62,-,-,-,-,$445.30,"402,019",402018.92,"$77,838,841"
574,OG Fan TokenOG,,$17.73,0.2%,2.1%,5.3%,6.5%,"$11,785,815","4,379,986",5M,"$77,686,758"
575,Melania MemeMELANIA,,$0.09526,0.1%,0.0%,18.1%,44.2%,"$7,680,242","809,997,108",1000M,"$77,133,999"
576,BitlightLIGHT,,$1.79,1.5%,5.3%,83.1%,-,"$43,662,735","43,056,972",420M,"$76,921,545"
577,Puff The DragonPUFF,,$0.08622,0.1%,0.7%,0.9%,5.2%,"$35,107.29","888,888,888",888.89M,"$76,628,789"
578,NeiroNEIRO,,$0.0001821,1.1%,1.4%,6.7%,36.3%,"$35,182,278","420,690,000,000",420.69B,"$76,586,606"
579,WOOWOO,,$0.04015,1.0%,2.1%,12.8%,38.3%,"$8,665,737","1,905,073,375",2.21B,"$76,513,757"
580,Gama TokenGAMA,,$0.7644,0.0%,0.0%,0.0%,0.0%,"$322,688","100,027,931",100.03M,"$76,432,492"
581,BYUSDBYUSD,,$1.00,32.1%,0.0%,0.0%,0.1%,"$74,231.73","76,312,582",76.31M,"$76,292,780"
582,EUR CoinVertibleEURCV,,$1.16,0.0%,0.0%,0.5%,1.8%,"$49,457,927","65,755,949",65.76M,"$76,218,603"
583,USDXUSDX,,$0.6796,0.6%,2.2%,2.2%,4.7%,"$68,798.32","111,568,045",111.57M,"$75,835,787"
584,Felix feUSDFEUSD,,$0.9985,0.3%,0.3%,0.1%,0.8%,"$1,220,431","75,004,069",8.93B,"$75,743,043"
585,OpenLedgerOPEN,,$0.3481,1.6%,4.6%,8.9%,52.4%,"$43,810,439","215,500,000",1B,"$75,247,326"
586,Decentralized SocialDESO,,$7.11,0.0%,1.3%,3.6%,28.9%,"$45,060.41","10,532,254",10.81M,"$74,904,569"
587,Daku V2DAKU,,$0.1238,0.3%,1.8%,3.5%,6.1%,"$1,504.10","599,999,752",600M,"$74,704,624"
588,Omni Network [Old]OMNI,,$1.84,0.9%,16.2%,24.4%,56.5%,"$337,904","40,452,796",100M,"$74,358,562"
589,CloudCLOUD,,$0.1439,0.5%,7.7%,1.5%,34.0%,"$1,838,357","504,013,117",1B,"$72,707,287"
590,BORABORA,,$0.06286,2.7%,2.1%,4.5%,25.5%,"$643,141","1,152,750,000",1.21B,"$72,540,416"
593,QuantixAIQAI,,$90.13,0.3%,1.5%,3.8%,10.6%,"$7,833,631","804,342",10M,"$72,497,940"
591,NexpaceNXPC,,$0.3377,0.7%,1.0%,6.8%,45.3%,"$13,275,881","214,612,089",1B,"$72,490,106"
592,BSquared NetworkB2,,$1.73,1.3%,4.4%,2.6%,151.5%,"$45,308,685","41,545,875",210M,"$72,428,742"
597,BIMBIM,,$2.41,0.0%,1.7%,4.0%,7.8%,"$244,989","30,000,000",30M,"$72,323,136"
596,io.netIO,,$0.3276,1.3%,2.2%,6.4%,40.2%,"$25,428,674","220,649,405",800M,"$72,297,291"
594,auraAURA,,$0.07502,0.5%,1.2%,5.4%,16.2%,"$1,864,360","963,285,833",963.29M,"$72,292,576"
595,PurrPURR,,$0.1211,0.9%,6.9%,3.8%,32.8%,"$3,427,160","596,046,242",596.05M,"$72,261,552"
598,Bedrock BTCBRBTC,,"$109,269",0.0%,0.0%,0.0%,0.0%,$0.00,621,620.64,"$67,816,617"
599,CASHCASH,,$0.9994,0.0%,0.0%,0.0%,-,"$4,892,737","71,896,290",71.9M,"$71,851,573"
600,Rocket PoolRPL,,$3.28,1.2%,1.4%,11.0%,39.3%,"$5,310,753","21,870,340",21.87M,"$71,672,977"
601,Magic EdenME,,$0.4281,0.8%,0.7%,6.2%,40.2%,"$7,693,332","167,136,322",1B,"$71,555,724"
602,BOOK OF MEMEBOME,,$0.001035,0.8%,0.4%,9.2%,40.2%,"$25,531,519","68,999,659,569",69B,"$71,460,862"
603,Sui Bridged Ether (Sui)SBETH,,"$3,859.23",0.7%,1.0%,4.3%,8.4%,"$3,390,344","18,460",18459.66,"$71,279,100"
604,GAL (migrated to Gravity - G)GAL,,$0.5576,0.5%,3.2%,12.7%,18.5%,"$3,292.57","127,749,331",200M,"$70,985,440"
606,DegenDEGEN,,$0.001916,1.9%,1.2%,11.7%,38.7%,"$11,298,105","36,965,730,333",36.97B,"$70,786,173"
605,BlastBLAST,,$0.001461,2.0%,1.1%,7.1%,33.8%,"$3,966,120","48,321,454,362",100B,"$70,646,916"
607,StatusSNT,,$0.01784,0.2%,1.5%,5.8%,24.6%,"$5,438,231","3,960,483,788",6.8B,"$70,612,570"
609,StrongholdSHX,,$0.01308,0.1%,3.2%,0.5%,29.7%,"$3,074,907","5,374,948,823",-,"$70,308,102"
608,COCACOCA,,$0.6159,0.0%,0.2%,4.0%,13.6%,"$363,374","113,670,000",1B,"$70,012,842"
611,Lista DAOLISTA,,$0.2784,0.9%,1.5%,19.5%,9.7%,"$12,431,383","250,143,345",795.59M,"$69,633,189"
612,Staked HYPESTHYPE,,$38.75,1.7%,8.1%,1.5%,19.4%,"$298,491","1,784,448",1.78M,"$69,428,156"
610,Launch Coin on BelieveLAUNCHCOIN,,$0.06937,2.9%,4.6%,14.1%,17.6%,"$15,136,709","999,872,175",999.87M,"$69,363,466"
