Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap
1229,Staked UTY YUTY,,$1.03,-,0.0%,0.1%,0.6%,"$10,218.41","21,138,997",21.14M,"$21,801,936"
1228,ADO Protocol ADO,,$0.05456,2.2%,23.4%,17.2%,83.0%,"$10,953,239","400,000,000",890M,"$21,823,971"
1230,Radiant Capital RDNT,,$0.01685,0.6%,1.4%,27.3%,13.7%,"$5,148,217","1,292,073,967",1.5B,"$21,777,789"
1233,Wrapped 0G W0G,,$1.79,0.0%,3.3%,13.3%,-,"$62,892.60","12,139,349",12.14M,"$21,762,686"
1234,Ancient8 A8,,$0.05843,0.8%,1.7%,11.0%,40.1%,"$5,141,852","372,179,826",1B,"$21,750,091"
1232,DRESSdio DRESS,,$0.0616,0.1%,4.9%,19.3%,14.3%,"$104,495","352,683,759",2B,"$21,745,973"
1235,LimeWire LMWR,,$0.05879,0.9%,1.5%,10.1%,25.9%,"$1,779,338","368,475,267",633.05M,"$21,662,887"
1236,zkVerify VFY,,$0.07055,1.4%,0.7%,11.6%,-,"$8,133,178","306,194,145",1B,"$21,631,565"
1237,Fwog FWOG,,$0.02218,0.6%,1.1%,8.0%,34.8%,"$1,413,375","975,635,328",975.64M,"$21,616,724"
1238,Bridged Tether (Avalanche) USDTE,,$1,0.1%,0.2%,0.1%,0.0%,"$186,735","21,604,483",21.6M,"$21,603,673"
1239,Stronghold Staked SOL STRONGSOL,,$215.35,0.4%,1.6%,2.8%,13.5%,"$15,924.66","99,965",99964.97,"$21,527,140"
1240,Gnosis xDAI Bridged USDC (Gnosis) USDC,,$1.00,0.0%,0.0%,0.0%,0.0%,"$585,408","21,479,185",21.48M,"$21,490,380"
1243,cDAI CDAI,,$0.02499,0.0%,0.3%,0.2%,0.2%,$510.71,"858,056,804",858.06M,"$21,441,021"
1241,XPLA XPLA,,$0.02661,2.6%,2.2%,9.6%,16.2%,"$95,437.84","832,395,548",2B,"$21,439,426"
1244,USDH USDH,,$0.9983,0.2%,0.5%,0.6%,-,"$2,357,091","21,359,849",100.02B,"$20,845,911"
1242,Karrat KARRAT,,$0.02963,0.8%,3.3%,2.6%,32.6%,"$409,315","721,089,343",1B,"$21,377,740"
1245,Kleros PNK,,$0.02952,0.3%,0.3%,9.5%,6.4%,"$127,547","724,189,581",805.29M,"$21,375,775"
1246,DOGSHIT DOGSHIT,,$0.0003522,0.4%,2.5%,27.5%,6.7%,"$212,186","60,347,516,494",60.35B,"$21,289,099"
1247,SideShift XAI,,$0.138,0.1%,0.5%,2.0%,15.4%,"$3,093.86","153,701,263",210M,"$21,210,706"
1249,OpenVPP OVPP,,$0.02645,3.2%,0.8%,40.3%,62.1%,"$1,267,498","800,000,000",1B,"$21,167,790"
1248,Assemble AI ASM,,$0.01403,0.4%,2.6%,5.0%,19.6%,"$418,077","1,509,600,000",3B,"$21,172,269"
1250,Acala ACA,,$0.0181,0.5%,2.8%,6.2%,30.4%,"$4,598,749","1,166,666,660",1.6B,"$21,118,751"
