Rank,Name,Symbol,Price,Change_1h,Change_24h,Change_7d,Change_30d,Volume_24h,Circulating_Supply,Total_Supply,Market_Cap,Cluster,PC1,PC2
187,VaultaA,,0.2799,0.5%,1.1,7.6,34.7%,"$39,071,861","1,598,877,316",2.1B,447478878.0,0,-0.2125605193696036,-0.13749419151709608
188,DecentralandMANA,,0.2322,0.8%,0.2,10.8,21.4%,"$26,664,660","1,919,156,209",2.19B,445676003.0,0,-0.22867900499882143,-0.14320939323202028
189,Sun TokenSUN,,0.02321,0.1%,1.0,3.4,26.0%,"$29,221,295","19,172,690,188",19.9B,445083162.0,0,-0.31570312640880166,-0.14975244206624228
190,SynthetixSNX,,1.28,2.1%,9.4,22.5,91.0%,"$106,278,648","343,466,217",343.89M,439814109.0,0,0.9263536929649879,0.008181099517139486
191,syrupUSDTSYRUPUSDT,,1.1,0.0%,0.0,0.1,-,"$8,312,104","398,866,052",398.87M,438452887.0,0,-0.4860791231446937,-0.17412054452520492
192,FlowFLOW,,0.2707,0.8%,0.4,5.9,25.1%,"$6,380,333","1,617,428,325",1.62B,437678063.0,0,-0.317985439352302,-0.1554464947138012
193,AI CompanionsAIC,,0.4224,0.0%,4.6,2.3,38.7%,"$6,505,481","1,000,000,000",1B,424052742.0,0,0.01070544031517098,-0.11208530379430669
194,GHOGHO,,0.9995,0.0%,0.0,0.0,0.0%,"$15,056,131","422,761,812",422.76M,422548727.0,0,-0.48753986862643084,-0.18141257103944644
195,Bitcoin SVBSV,,21.09,0.6%,1.0,5.9,13.7%,"$9,729,365","19,937,256",19.94M,420524641.0,0,-0.2589592065880601,-0.15396022015944164
196,Polygon PoS Bridged WETH (Polygon POS)WETH,,3865.67,0.5%,1.0,4.2,7.9%,"$14,050,482","108,599",108598.97,420039047.0,0,-0.31819557757723166,-0.0036226260705369807
197,AethirATH,,0.02945,1.7%,0.6,15.0,51.5%,"$41,562,539","14,234,731,752",42B,419215934.0,0,-0.09498628000269146,-0.13963983660150694
198,JitoJTO,,1.07,0.8%,0.8,5.0,35.6%,"$28,538,711","392,047,779",1B,418365293.0,0,-0.2982267987856849,-0.1605772765491678
199,EigenCloud (prev. EigenLayer)EIGEN,,1.06,1.0%,2.6,15.7,38.8%,"$70,646,176","389,735,822",1.76B,414800048.0,0,0.11519767925798036,-0.11239544071382926
200,Maple FinanceSYRUP,,0.3664,1.1%,4.9,13.3,9.3%,"$30,723,709","1,117,604,386",1.22B,409825126.0,0,0.2855347495823388,-0.08857921746322854
201,ZoraZORA,,0.09143,0.1%,2.3,3.1,49.0%,"$121,250,258","4,469,999,998",10B,408701799.0,0,-0.19428147120987818,-0.14869517910836436
202,AINFTNFT,,0.064103,0.3%,0.4,1.8,6.1%,"$3,311,383","990,105,667,256,392",990.11T,406447559.0,0,-0.40779333633250087,-0.1788827858653893
203,USDBUSDB,,0.9912,0.4%,0.6,1.6,1.4%,"$774,747","406,046,632",406.05M,402610705.0,0,-0.3926293219982623,-0.17826180332619224
204,Ape and PepeAPEPE,,0.051916,0.9%,16.5,35.3,110.1%,"$24,715,979","210,000,000,000,000",210T,401670477.0,4,1.9033457160842047,0.11882705657521657
205,Frax EtherFRXETH,,3834.21,0.4%,1.0,4.1,8.2%,"$1,708,614","103,325",103324.61,396325965.0,0,-0.3191057551808743,-0.015638790519298215
206,VisionVSN,,0.117,0.7%,2.5,3.7,23.5%,"$1,668,288","3,360,746,917",4.2B,393938451.0,0,-0.16076914002724219,-0.15108861002063223
208,Satoshi StablecoinSATUSD,,1.0,0.0%,0.1,0.2,0.4%,"$2,744,154","379,677,948",379.68M,379939253.0,0,-0.4713144408978635,-0.1984689509517815
207,0G0G,,1.78,0.3%,4.3,14.2,69.6%,"$30,132,102","213,199,722",1B,379789492.0,0,0.24870138012328058,-0.1080011314780804
209,OlympusOHM,,22.91,0.6%,0.2,1.1,2.4%,"$537,573","16,376,217",20.97M,375513067.0,0,-0.441459604789795,-0.19607334965872247
210,Spiko EU T-Bills Money Market FundEUTBL,,1.21,0.0%,0.1,0.5,1.7%,$0.00,"310,620,757",310.62M,374476390.0,0,-0.4643711225994373,-0.20018297599797344
211,WalrusWAL,,0.2516,0.1%,9.1,1.4,35.9%,"$2,114,963,540","1,478,958,333",5B,372064124.0,0,0.4305363807887629,-0.075318697487229
212,Savings DaiSDAI,,1.17,0.1%,0.0,0.0,0.1%,"$650,492","318,260,168",318.26M,371335682.0,0,-0.4850747363068692,-0.2041217493324944
213,DeXeDEXE,,6.47,0.5%,2.1,12.0,38.1%,"$11,432,352","57,103,775",96.5M,369611488.0,0,-0.013657537401813757,-0.14774474392079695
214,Wrapped HYPEWHYPE,,38.94,1.2%,8.7,2.8,19.1%,"$247,931,168","9,446,627",9.45M,367701804.0,0,0.4228337134096446,-0.07793438483136343
215,TelcoinTEL,,0.003823,1.1%,1.2,5.6,9.6%,"$1,265,185","95,077,235,367",100B,363516903.0,0,-0.24333945601974868,-0.17804200160898462
216,Kinetiq Earn VaultVKHYPE,,39.26,1.3%,8.1,2.0,18.7%,"$934,131","9,180,787",9.18M,360464539.0,0,0.3470471653342865,-0.09125810938928755
217,ApeCoinAPE,,0.3953,1.0%,1.0,3.9,26.4%,"$30,244,396","908,664,773",1B,359307203.0,0,-0.3004390752586261,-0.18661649386698936
218,CompoundCOMP,,36.8,0.9%,0.1,3.1,11.8%,"$27,523,319","9,722,223",10M,358196480.0,0,-0.4058795357852751,-0.19990142731528335
219,NEONEO,,5.07,0.6%,0.5,4.4,15.5%,"$21,147,559","70,530,000",100M,357859644.0,0,-0.33785643129508314,-0.19278466730978386
220,Unit BitcoinUBTC,,109291.0,0.3%,1.4,1.9,3.7%,"$77,853,532","3,273",21M,357617133.0,1,-0.9143168961859229,4.206130670494946
221,OriginTrailTRAC,,0.7141,0.7%,3.0,6.1,105.5%,"$4,846,539","499,546,956",500M,356542173.0,0,-0.05692348982183595,-0.15516525643630388
222,Ethena Staked ENASENA,,0.463,0.0%,0.7,7.5,24.7%,"$647,026","762,169,311",762.17M,352814719.0,0,-0.24910769259469825,-0.18521493465532712
223,HeliumHNT,,1.89,1.2%,2.8,11.7,19.8%,"$8,489,143","186,321,438",223M,351830719.0,0,0.04857819320566306,-0.14688189257744777
224,ETHPlusETH+,,4082.8,0.3%,1.1,4.2,7.6%,"$1,185,093","85,992",85992.32,351089156.0,0,-0.3063645650551046,-0.024102663253860443
225,Falcon FinanceFF,,0.1485,0.6%,3.0,6.1,-,"$75,494,556","2,340,000,000",10B,347126954.0,0,-0.05646696715157693,-0.15936419886557096
226,WormholeW,,0.0713,1.1%,1.0,10.6,31.8%,"$33,471,415","4,824,662,382",10B,344276448.0,0,-0.1504948467578322,-0.1776489423228845
227,Reservoir srUSDSRUSD,,1.1,0.1%,0.1,0.3,0.4%,$142.45,"310,659,276",310.66M,342024685.0,0,-0.4672621388907434,-0.21504875101898974
228,FluidFLUID,,4.46,0.9%,0.4,13.2,14.8%,"$6,321,289","76,753,293",100M,342892881.0,0,-0.15086302219787676,-0.18027209547032713
230,FartcoinFARTCOIN,,0.3391,0.2%,3.8,16.6,45.8%,"$96,484,798","999,982,776",999.98M,339011438.0,0,0.25552769357408023,-0.1274231384180082
229,Merlin ChainMERL,,0.3451,0.0%,2.2,15.7,22.5%,"$128,032,252","978,958,758",2.1B,337846282.0,0,0.08002983277649209,-0.15206311779390744
231,Reserve RightsRSR,,0.005528,1.2%,3.2,17.2,8.6%,"$22,353,915","60,760,670,008",100B,336107353.0,0,0.21071614096193483,-0.13558145928380355
232,Treehouse ETHTETH,,4721.29,0.4%,1.2,3.9,7.5%,"$8,941,260","70,979",70978.51,335350292.0,0,-0.30612249645954903,-0.0047455738461824725
233,Zebec NetworkZBCN,,0.00351,1.5%,2.5,17.1,23.8%,"$16,867,707","94,826,753,511",100B,332796900.0,0,0.14061295105062246,-0.14691787016414562
234,Ribbita by VirtualsTIBBIR,,0.331,2.2%,3.7,77.8,54.8%,"$6,658,812","1,000,000,000",1B,331225268.0,0,1.609195403482423,0.010676949838851394
235,Loaded LionsLION,,0.01079,0.3%,0.5,9.9,35.8%,"$1,096,009","30,623,593,274",100B,330935382.0,0,-0.21403886199731637,-0.1920854699396276
236,GnosisGNO,,125.13,0.5%,1.3,5.6,9.8%,"$8,266,164","2,639,589",3M,330350579.0,0,-0.2327194649332145,-0.18634776220233168
237,JUSTJST,,0.03324,0.1%,0.2,3.8,0.8%,"$21,687,126","9,900,000,000",9.9B,329046077.0,0,-0.378961847583559,-0.21129794491959522
238,Drift Staked SOLDSOL,,217.72,0.2%,1.8,2.3,13.4%,"$84,766.18","1,487,719",1.49M,323907358.0,0,-0.2578235307762109,-0.1863096064508453
239,Wrapped AVAXWAVAX,,19.44,0.6%,0.7,11.5,44.1%,"$160,914,864","16,603,701",16.6M,322784554.0,0,-0.1586815041913792,-0.18843051040229136
240,ChilizCHZ,,0.03194,0.5%,0.5,6.9,19.2%,"$22,204,985","10,057,856,822",10.06B,321208378.0,0,-0.2803849095604117,-0.20340551609084676
241,Mantle Bridged WETH (Mantle)WETH,,3873.29,0.5%,1.6,4.1,8.0%,"$4,840,127","82,211",82211.48,318428996.0,0,-0.2572561513097777,-0.04036194835699875
242,Bybit Staked SOLBBSOL,,209.2,0.2%,1.3,3.8,13.7%,"$1,313,746","1,508,890",1.51M,315926609.0,0,-0.2725814127406043,-0.193570502310791
243,OnyxcoinXCN,,0.008777,0.5%,0.5,6.4,19.1%,"$14,956,009","35,754,303,642",48.4B,314390514.0,0,-0.29119219709594346,-0.20759830712766122
244,Solv Protocol Staked BTCXSOLVBTC,,108342.0,0.8%,0.6,2.3,3.5%,"$73,418.28","2,880",2879.86,314374686.0,1,-0.9757988898252156,4.138730835364898
245,Binance-Peg BUSDBUSD,,0.9951,0.1%,0.0,0.0,2.0%,"$6,854,644","312,477,998",312.48M,310781752.0,0,-0.48215788634790474,-0.23098804811717147
246,ARKARK,,39.73,0.2%,0.6,3.6,5.0%,"$8,616,102","7,608,500",7.61M,303737054.0,0,-0.34354095656716827,-0.21589021081321308
247,WEMIXWEMIX,,0.6469,0.5%,0.5,0.1,13.0%,"$2,862,359","457,065,133",547.26M,295521002.0,0,-0.43059718573298633,-0.2306558322274833
248,THORChainRUNE,,0.8371,0.5%,0.2,6.0,29.5%,"$128,450,865","351,232,645",425.28M,294094186.0,0,-0.3282861034764318,-0.22163085761825965
250,TribeTRIBE,,0.6427,0.1%,1.7,2.7,2.4%,"$76,430.46","455,015,531",1B,292328042.0,0,-0.25590543962838785,-0.20948394740119977
249,ToshiTOSHI,,0.0006943,0.4%,1.3,7.4,6.8%,"$149,044,493","420,690,000,000",420.69B,292104625.0,0,-0.19009275276164592,-0.20413754173101367
251,Legacy Frax DollarFRAX,,0.9958,0.0%,0.0,0.1,0.2%,"$6,580,976","292,056,764",292.06M,290765270.0,0,-0.4789668850168201,-0.2396329737534145
252,Staked Frax EtherSFRXETH,,4361.83,0.4%,1.1,4.5,8.0%,"$709,215","66,589",66589.35,290499229.0,0,-0.29831855899373805,-0.039062347428390654
254,AtomOneATONE,,2.35,1.1%,64.9,27.1,1127.6%,"$1,917,417","121,618,066",133.43M,285537822.0,4,6.430465858734823,0.7144068650251636
253,Useless CoinUSELESS,,0.2851,3.0%,8.5,22.4,77.1%,"$80,478,488","999,940,362",999.94M,285486529.0,0,0.8440893098301366,-0.07293298052116849
255,Resolv USRUSR,,0.9994,0.1%,0.0,0.0,0.0%,"$1,210,261","284,434,443",284.43M,284284866.0,0,-0.4808819956202772,-0.2427408200088319
256,eCashXEC,,1.423e-05,0.6%,0.2,6.2,20.9%,"$6,476,721","19,937,267,172,580",19.94T,284222379.0,0,-0.3233517956390047,-0.2255761429047573
257,Staked Stream USDXUSD,,1.26,0.1%,0.2,0.3,4.0%,"$170,719","224,606,053",224.61M,283214354.0,0,-0.4547117607304753,-0.2397518565430399
258,Cheems TokenCHEEMS,,0.051388,0.9%,0.6,7.0,19.5%,"$1,612,829","203,672,952,113,699",203.67T,283006699.0,0,-0.26659898146031863,-0.21873956160292185
259,Cap USDCUSD,,0.9995,0.0%,0.0,0.3,0.1%,"$23,186.70","282,691,781",282.69M,282715285.0,0,-0.47412498374610457,-0.24273637935852685
260,EURCEURC,,1.16,0.0%,0.1,0.5,1.7%,"$26,122,113","241,434,260",241.43M,279711431.0,0,-0.45980759108183344,-0.2422188806421857
262,Midas mHYPERMHYPER,,1.05,0.0%,0.1,0.1,1.7%,$0.00,"266,534,448",266.53M,278789849.0,0,-0.468671177280779,-0.24356626377142993
261,HumanityH,,0.1524,1.2%,1.2,18.2,181.4%,"$61,435,763","1,825,000,000",10B,278527728.0,0,0.041372368711276614,-0.18630693915661695
263,DecredDCR,,16.13,0.7%,0.3,12.1,1.1%,"$2,501,562","17,081,579",17.08M,275704717.0,0,-0.18191057387290963,-0.2135503486130493
264,crvUSDCRVUSD,,0.9989,0.1%,0.1,0.1,0.1%,"$46,862,179","274,993,559",274.99M,274676587.0,0,-0.4684728253920983,-0.24539279392208171
265,MultiversXEGLD,,9.55,0.6%,1.0,6.7,27.3%,"$14,583,396","28,724,341",28.72M,274290930.0,0,-0.23403617768581786,-0.2174190179149547
266,Polygon Bridged WBTC (Polygon POS)WBTC,,109267.0,0.1%,1.6,1.9,3.3%,"$6,503,602","2,508",2507.93,274207802.0,1,-0.8907281699740248,4.170921737762729
267,FourFORM,,0.7168,0.7%,3.7,27.4,38.1%,"$37,978,055","381,867,255",572.3M,273922315.0,0,0.48947204507115183,-0.13243218824803107
268,Noble USDCUSDC.N,,0.9975,0.0%,0.2,0.2,1.0%,"$1,215,179","271,977,500",271.98M,271686371.0,0,-0.4563823322672477,-0.24510929948972737
269,币安人生 (BinanceLife)币安人生,,0.2688,4.4%,8.9,29.9,-,"$34,781,862","1,000,000,000",1B,268446145.0,0,1.0508231571686075,-0.05747070888174925
270,KeetaKTA,,0.6181,5.1%,25.1,75.5,39.3%,"$28,464,982","431,104,424",1B,262820731.0,4,3.6412048159039867,0.26951283218047106
271,BerachainBERA,,2.03,0.6%,1.8,8.7,20.6%,"$39,487,277","129,258,201",511.78M,262004244.0,0,-0.11110497935152468,-0.20748947022317252
272,Stables Labs Staked USDXSUSDX,,1.1,0.0%,1.0,0.5,0.6%,"$5,302.95","238,534,321",238.53M,261652366.0,0,-0.3714634805916457,-0.23784447499943703
273,Basic AttentionBAT,,0.1731,0.8%,3.6,8.9,19.0%,"$22,194,152","1,495,696,057",1.5B,259079828.0,0,0.0684488072227688,-0.18361999032145523
274,RoninRON,,0.3712,0.5%,0.5,8.0,24.4%,"$3,926,022","693,121,120",1B,257404097.0,0,-0.2528158226811637,-0.22912386325938414
275,BeamBEAM,,0.004984,0.9%,1.9,18.4,32.7%,"$15,304,237","51,300,184,687",58.47B,255842151.0,0,0.11495533103128361,-0.18627377331661019
276,Axie InfinityAXS,,1.53,0.8%,1.1,8.8,31.2%,"$24,334,237","166,705,913",270M,255490152.0,0,-0.17659684365961645,-0.2197998078964387
277,Undeads GamesUDS,,2.49,0.3%,1.5,7.1,54.3%,"$1,221,128","102,143,858",250M,254178608.0,0,-0.17552306888794664,-0.21880788758915226
278,ArweaveAR,,3.82,1.0%,2.4,12.5,36.3%,"$34,303,098","65,454,186",65.45M,249843837.0,0,0.03241820628772794,-0.19567856913269846
279,dYdXDYDX,,0.3147,0.6%,4.6,12.2,48.1%,"$10,450,309","790,379,769",958.34M,248731544.0,0,0.23963559762727574,-0.16673391836225307
280,cWBTCCWBTC,,2193.12,0.2%,1.7,1.7,3.3%,$0.00,"113,191",113190.56,248241007.0,0,-0.2882569112796165,-0.1432534945087956
281,BrettBRETT,,0.02488,1.4%,2.2,19.2,42.0%,"$58,130,123","9,909,684,167",9.91B,246695869.0,0,0.16237085332581497,-0.1843324937517255
282,KAITOKAITO,,1.02,0.5%,0.5,6.9,0.8%,"$17,322,334","241,388,889",1B,246137420.0,0,-0.276775488459839,-0.23666423785887952
283,Terra Luna ClassicLUNC,,4.393e-05,1.1%,3.1,1.1,21.4%,"$13,917,383","5,498,960,051,864",6.49T,241784078.0,0,-0.1530313694162306,-0.21639697215661297
284,LineaLINEA,,0.01555,1.5%,1.7,20.5,45.5%,"$89,843,831","15,482,147,850",72.01B,241078520.0,0,0.1429975087888445,-0.1906701088413463
285,1INCH1INCH,,0.1721,0.8%,1.2,8.6,26.5%,"$13,896,041","1,398,862,102",1.5B,241020570.0,0,-0.17062746198373394,-0.22536325523773845
286,CognifySN115,,1765.58,0.0%,0.0,0.0,0.0%,$0.00,"136,464",136463.54,240937214.0,0,-0.4886160282829515,-0.19104518004432558
287,ZKsyncZK,,0.03315,0.7%,2.1,14.7,34.1%,"$17,604,685","7,231,769,682",21B,239737953.0,0,0.05276502512149294,-0.19930434106026756
289,Blockchain CapitalBCAP,,26.27,0.0%,0.0,6.7,4.7%,$0.00,"9,111,865",9.11M,239359245.0,0,-0.32964068361316273,-0.24600470849410008
290,Resolv wstUSRWSTUSR,,1.11,0.0%,0.0,0.1,0.4%,"$1,812,814","214,501,070",214.5M,239098249.0,0,-0.4764795788610829,-0.2625457802381771
291,SuperVerseSUPER,,0.38,0.6%,0.6,16.3,30.1%,"$10,621,954","628,414,545",1B,238985928.0,0,-0.05735667574138108,-0.2165323701444907
288,CoreCORE,,0.2354,0.8%,1.8,7.9,42.6%,"$11,991,748","1,015,026,864",2.1B,238912718.0,0,-0.1278002072997319,-0.21967243578235385
292,Aster USDFUSDF,,0.9983,0.0%,0.0,0.1,0.1%,"$1,892,851","238,078,678",238.08M,237481244.0,0,-0.47640109289835647,-0.26326750762147016
293,Fidelity Digital Interest TokenFDIT,,0.999,0.0%,0.0,0.0,0.0%,$0.00,"229,953,588",229.95M,229727013.0,0,-0.47825484828335996,-0.2669404884645353
294,AIOZ NetworkAIOZ,,0.1903,0.4%,2.0,13.6,34.4%,"$9,324,254","1,206,725,269",1.21B,229622537.0,0,0.019033306288489826,-0.20773016652612547
295,OpenEden OpenDollarUSDO,,1.0,0.2%,0.1,0.1,0.0%,"$7,865.66","223,073,828",223.07M,222859394.0,0,-0.4659776584505418,-0.26837675639110004
296,Sui Bridged USDT (Sui)SBUSDT,,1.0,0.0%,0.0,0.0,0.0%,"$51,124,382","222,874,205",222.87M,222907707.0,0,-0.47792648120565756,-0.2699652160293762
297,LivepeerLPT,,4.87,0.8%,0.0,6.5,23.9%,"$10,336,920","45,742,298",45.74M,222565590.0,0,-0.3331671912819139,-0.25478090542464954
298,PlumePLUME,,0.07088,1.6%,2.3,12.4,30.3%,"$23,188,105","3,135,813,492",10B,222224443.0,0,0.021822544175937767,-0.2096899887295704
299,USDaUSDA,,0.9941,0.0%,0.0,0.0,0.3%,"$3,505.57","222,738,713",222.74M,221428130.0,0,-0.47785520173144336,-0.2706217335555358
300,ConcordiumCCD,,0.01879,0.8%,8.1,18.3,135.9%,"$756,702","11,711,771,255",14.15B,219923955.0,0,0.7170575409155017,-0.11710535824883349
301,CreditcoinCTC,,0.4404,0.4%,1.2,5.3,23.6%,"$11,424,583","496,416,053",600M,218610643.0,0,-0.24304559131152803,-0.24299963756926496
302,MXMX,,2.34,0.5%,1.0,3.7,11.5%,"$27,310,499","92,456,834",411.21M,216747368.0,0,-0.29803944888335565,-0.2502391891843785
303,Slash Vision LabsSVL,,0.04311,0.4%,3.8,5.1,80.9%,"$1,468,551","4,939,640,211",10B,212962513.0,0,0.0054774707244735835,-0.21020306341174225
304,USXUSX,,1.0,0.0%,0.0,0.0,-,"$1,797,253","212,672,123",212.67M,212667264.0,0,-0.4774333692469145,-0.27450746150234107
305,SOONSOON,,0.771,1.5%,4.4,8.4,119.8%,"$107,649,429","272,687,823",982.08M,210641045.0,0,0.13739707004844537,-0.19523842851690948
306,SoSoValueSOSO,,0.7659,0.2%,1.6,1.0,9.5%,"$11,914,224","274,766,576",1B,210326556.0,0,-0.2995382757423799,-0.2511981628313303
307,Origin EtherOETH,,3865.47,0.4%,1.1,4.6,7.9%,"$742,245","53,805",53804.81,207953823.0,0,-0.28935391558427304,-0.09539254571606885
308,Binance-Peg SOLSOL,,188.17,0.1%,1.7,2.5,13.1%,"$7,657,617","1,100,000",1.1M,207380011.0,0,-0.2573129390060423,-0.24009335324736147
309,RealLinkREAL,,0.06987,0.5%,7.8,3.3,16.0%,"$26,248,944","2,960,743,975",2.96B,207189920.0,0,0.35444079639225007,-0.16191259327090804
312,VenomVENOM,,0.09774,0.4%,1.2,11.4,18.9%,"$286,105","2,110,670,489",7.32B,206804765.0,0,-0.10661941128081832,-0.23400368957927709
310,QtumQTUM,,1.95,0.6%,0.3,4.2,11.2%,"$15,711,133","105,861,218",107.82M,206046227.0,0,-0.35442172913489894,-0.2634681253888421
311,Universal BTCUNIBTC,,108710.0,0.3%,1.5,1.8,3.0%,"$259,885","1,895",1895.15,206006783.0,1,-0.8962903851784054,4.116673419410959
313,StandX DUSDDUSD,,0.9996,0.0%,0.0,0.0,0.0%,"$441,602,492","204,195,764",204.2M,204103078.0,0,-0.477020972504688,-0.27830620338525786
314,MovementMOVE,,0.07263,0.8%,2.3,11.7,37.4%,"$17,119,236","2,800,000,000",10B,203409277.0,0,0.007138540773796305,-0.2196703881364956
315,AmpAMP,,0.002404,0.2%,0.6,7.7,24.0%,"$18,481,448","84,231,346,590",99.67B,202523736.0,0,-0.2471331744711611,-0.25280568615185
316,Midas msyrupUSDpMSYRUPUSDP,,1.01,0.0%,0.0,0.4,1.01T%,$0.00,"199,999,100",200M,201581069.0,0,-0.4679910113971059,-0.27849026082874734
317,Compounding OpenDollarCUSDO,,1.03,0.1%,0.1,0.2,0.3%,"$6,682,144","193,791,410",193.79M,199381455.0,0,-0.4626201393389465,-0.2785558664206334
318,DeepBookDEEP,,0.07969,0.9%,1.0,16.2,32.1%,"$13,175,508","2,500,000,000",10B,199277054.0,0,-0.018792622085394638,-0.2288858620776004
319,Moca NetworkMOCA,,0.05023,0.9%,1.2,15.1,22.7%,"$9,894,853","3,952,565,419",8.89B,198542030.0,0,-0.023816942707942153,-0.2290293973256303
320,Legacy TokenLGCT,,1.84,0.3%,0.1,5.0,4.7%,"$5,269,505","106,079,067",300M,197852602.0,0,-0.35564811945691904,-0.26799122135572384
321,Polygon Bridged weETH (Katana)WEETH,,4175.61,0.2%,0.9,4.2,-,"$13,713.70","45,916",45915.73,191641242.0,0,-0.31864187896395957,-0.09384971571857448
322,SnekSNEK,,0.002564,0.3%,4.7,18.2,33.5%,"$5,568,799","74,675,091,518",75.28B,191522435.0,0,0.3857401353265223,-0.17673298006823307
324,Kinesis GoldKAU,,132.5,0.0%,1.6,2.5,8.9%,"$276,940","1,434,981",1.43M,190140912.0,0,-0.2658923203151967,-0.25135377815418297
323,HorizenZEN,,10.79,1.5%,9.9,13.7,57.4%,"$50,035,381","17,567,368",21M,189890732.0,0,0.7909435134405346,-0.11596291750906487
325,Tradable NA Rent Financing Platform SSTNPC0000031,,1.0,0.0%,0.0,0.0,0.0%,$0.00,"189,500,000",189.5M,189492520.0,0,-0.47631742695738566,-0.2847868386758795
326,Kinesis SilverKAG,,49.43,0.1%,2.5,7.2,11.9%,"$573,676","3,820,062",3.82M,188831363.0,0,-0.07321697066139911,-0.23190966530576748
327,MetaDAOMETA,,8.27,0.2%,2.4,8.3,457.4%,"$5,097,874","22,835,660",22.84M,188537637.0,0,-0.05819450602280155,-0.23250160619062638
328,ZanoZANO,,12.52,0.7%,8.1,3.8,17.7%,"$1,303,890","14,994,801",15M,187921122.0,0,0.3955931356024607,-0.16466228853920092
329,SafePalSFP,,0.3753,0.7%,1.2,6.4,15.9%,"$3,504,070","500,000,000",500M,187813859.0,0,-0.21706367642643035,-0.2540934490900838
330,Theta FuelTFUEL,,0.0263,0.8%,0.4,3.7,16.8%,"$1,336,689","7,108,006,108",7.11B,186994728.0,0,-0.3549099953088437,-0.27178730547091784
331,LayerZeroZRO,,1.67,0.6%,0.6,8.9,13.3%,"$36,106,602","111,152,854",1B,185871500.0,0,-0.21961486737388838,-0.2573223616913154
332,EOSEOS,,0.2812,0.5%,1.2,7.3,34.6%,"$154,138","657,307,826",2.1B,184817235.0,0,-0.19687455970828222,-0.2533244947141698
333,KaminoKMNO,,0.05957,0.5%,1.2,4.6,19.3%,"$23,061,111","3,068,493,269",10B,182785041.0,0,-0.2569083553210196,-0.26054055380406416
334,Nexus MutualNXM,,91.97,0.1%,3.4,1.3,4.1%,$0.00,"1,985,522",1.99M,182604049.0,0,-0.11708119569213375,-0.23435421063705622
336,Convex FinanceCVX,,2.22,0.9%,1.8,12.6,35.3%,"$10,444,611","81,990,704",99.93M,182181276.0,0,-0.020403677653812458,-0.23377975812981208
335,Drift ProtocolDRIFT,,0.4761,0.8%,0.3,18.1,35.1%,"$16,346,794","382,314,670",1B,182054750.0,0,-0.04368524825972669,-0.24170606474865727
337,Ecoreal EstateECOREAL,,0.3207,0.7%,0.1,0.5,2.6%,"$782,683","566,623,447",1B,181490376.0,0,-0.45507324373950675,-0.28581949333590084
338,Cronos Bridged USDC (Cronos)USDC,,0.9991,0.0%,0.1,0.2,0.2%,"$2,004,728","179,445,548",179.45M,179411183.0,0,-0.4616583312278379,-0.2874151116393589
341,PromPROM,,9.74,1.3%,1.3,4.2,5.2%,"$9,347,178","18,250,000",19.25M,177761856.0,0,-0.25590957501912737,-0.26193739700893487
342,RektREKT,,0.064221,0.3%,0.6,17.5,34.5%,"$1,144,046","420,690,000,000,000",420.69T,177576910.0,0,-0.027672139101982036,-0.24098105699621242
340,ArkhamARKM,,0.3452,1.0%,1.9,10.9,37.2%,"$42,506,914","514,303,874",1B,177561629.0,0,-0.04831288566477334,-0.23849814476202322
343,Akash NetworkAKT,,0.6311,1.1%,3.9,17.8,39.6%,"$8,885,331","280,432,159",280.84M,176983308.0,0,0.2997733502911479,-0.19510161419265812
344,GolemGLM,,0.1766,0.2%,0.8,4.1,22.1%,"$5,920,442","1,000,000,000",1B,176609228.0,0,-0.3066247496272205,-0.2699482941097172
345,MashidaMSHD,,0.01732,0.5%,1.7,6.2,84.9%,"$27,694.26","10,000,000,000",10B,172922361.0,0,-0.17220213390808856,-0.2542984802095322
346,Baby Doge CoinBABYDOGE,,0.081004,0.8%,0.3,4.9,16.5%,"$8,307,776","171,716,174,479,852,796",420000T,172477236.0,0,-0.33720485864736816,-0.2767982641945837
347,Sahara AISAHARA,,0.07505,0.6%,0.5,3.9,6.5%,"$14,761,239","2,292,812,500",10B,172090253.0,0,-0.34001892551887075,-0.2765529314134719
348,Mog CoinMOG,,0.064399,1.0%,1.8,9.3,34.8%,"$14,446,543","390,567,524,379,063",390.57T,171784324.0,0,-0.09338678131118298,-0.24618509426843918
349,AvantisAVNT,,0.6593,1.8%,3.0,10.6,66.9%,"$208,403,415","258,205,903",1B,170292560.0,0,0.05226684082982772,-0.22727065145484204
351,Dog (Bitcoin)DOG,,0.001686,1.8%,0.4,6.6,23.0%,"$5,391,308","100,000,000,000",100B,168628757.0,0,-0.2894383006550752,-0.2731618500400228
352,BTSE TokenBTSE,,1.04,0.0%,0.5,11.4,36.6%,"$1,586,808","162,061,501",200M,167885135.0,0,-0.1727860106714562,-0.2608633888744909
353,Conscious TokenCONSCIOUS,,0.3581,0.7%,0.1,7.6,7.1%,"$882,118","468,351,274",1B,167742629.0,0,-0.2962842321753584,-0.2753341403435344
354,Tokenize XchangeTKX,,2.09,0.5%,0.4,2.8,57.4%,"$4,246.65","79,995,998",100M,167496540.0,0,-0.37402687323579914,-0.2824548835993265
355,QubicQUBIC,,0.051323,0.8%,0.9,13.9,19.4%,"$3,368,814","126,233,031,892,682",159.27T,167380984.0,0,-0.07820022341118918,-0.24978271587877407
